,Name,Date,Configuration,Verified,Rating,Heading,Review
1874,DEEPAK SHARMA,2020-02-20,Fire TV Stick,True,5.0,Excellent,"After installing the Fire Stick and seeing my results, all I could think was - why had I been so late? I have ditched the DTH for good! Quality is exceptional!"
1875,Gaurang Mestry,2020-02-20,Fire TV Stick,True,4.0,Doesn't work on old Sony Bravia TV,It is an awesome product overall. The problem is it doesn't work with Sony Bravia TVs. Fortunately I had a Samsung TV for trying it out and it works flawlessly.
1876,Puneet Bharati,2020-02-20,Fire TV Stick,True,4.0,Good product,All is good
1877,Vegad Vimal,2020-02-20,Fire TV Stick,True,5.0,Just a superb,Must buy and enjoy your old tv with smart tv
1878,Amazon Customer,2020-02-20,Fire TV Stick,True,5.0,Cool  stick,Simply super
1879,sreejesh,2020-02-19,Fire TV Stick,True,3.0,No contact from customer care,"I have been using the product for the last one and half years. Pretty satisfied with the stream quality.
But now, the device is not connecting, checked with the retailers from I bought, they also advised me to contact the customer care team. All my effort to connect CC team of Amazon device went in vain. Hope they would intervene to it asap."
1880,Dhananajay,2020-02-19,Fire TV Stick,True,5.0,Amazon fire stick is really good product,Such a nice product
1881,yogeshprajapati,2020-02-19,Fire TV Stick,True,1.0,Not working,Not working volumes button
1882,Tania Gomes,2020-02-19,Fire TV Stick,True,5.0,Worth of money,It's really amazing ❤️
1883,MAYUDDIN SHAIKH,2020-02-19,Fire TV Stick,True,4.0,Firestic,I can use product and then reply completely
1884,Satish Philar,2020-02-19,Fire TV Stick,True,5.0,Good product.,All is well. Every feature is great.
1885,Tushar Dhikolia,2020-02-19,Fire TV Stick,True,4.0,Good,Streaming Quality Is Good....
1886,Amazon Customer,2020-02-19,Fire TV Stick,True,3.0,remote control,remote control is not good volume is not working
1887,AMIT AGGARWAL,2020-02-19,Fire TV Stick,True,5.0,Excellent product for time pass,Awesome product excellent stream quality and voice recognition and Alexa integration
1888,VIKAS SHRIVASTAVA,2020-02-19,Fire TV Stick,True,5.0,Over all experience 10/10,"A definitely buy product if you are still using cable connection. With little bit research on internet you can watch all the channels movies etc free of cost. Stream quality is fullHD even in 8mbps connection. Customer care is bogus, but you can find your way and most troubleshooting from the internet. It takes almost 1 hr to update and setup at first use.
Picture quality is beautiful. Typing is hassle. Overall experience 10/10. Better than android tv at same cost."
1889,praveen kalra,2020-02-19,Fire TV Stick,True,1.0,Remote not working,Contact me 9810355453.My remote does not work.I am a prime member of Amazon and baught it from Amazon
1890,binil,2020-02-19,Fire TV Stick,False,5.0,Alexa not working,Alexa not working on remote and the amazon customer care is not supporting at all.
1891,Ravikumar,2020-02-19,Fire TV Stick,True,5.0,Amazing product,Stream quality amazing and prefer every one to this
1892,pramod mehra,2020-02-19,Fire TV Stick,True,4.0,Awesome with some loopholes,Awesome product.. But storage space is too less.. Buffering is also a problem
1893,Mohammad Abdul  Raoof,2020-02-19,Fire TV Stick,True,2.0,Waste of money.,"After spending Rs 4000/- it didnt even worked for 1 year. It use to get  hang usually, then oneday suddendly it stopped. And nothing actually worked to get it to work again.  Its better to get some dth connection or some other media streaming device in comparatively less price. Very much disappointed."
1894,vishal,2020-02-19,Fire TV Stick,True,5.0,Best tv Device,See video at vishalsinghblogs
1895,Dr. Anil Nadir,2020-02-19,Fire TV Stick,True,5.0,good,great value for money..voice commands are sometimes slow to be picked up by alexa.....or maybe i am too impatient!
1896,Praveen Kumar,2020-02-19,Fire TV Stick,True,4.0,Everything is good!! Except the remote!!,Remote control stopped working within few months!
1897,k srinivasarao,2020-02-18,Fire TV Stick,True,1.0,The fire stick is automatically reseat again and again,Not working
1898,Geet Sehgal,2020-02-18,Fire TV Stick,True,5.0,Works best with my TCL purchased TV,There isn't much to say about this except that it's working well from past two years now. I haven't had any reason to write bad about it. The controller with this one controls the TV too. The only concern I had with this one was that the batteries supplied with mine were discharged already. I didn't care for something that petty but thought I'd mention it as it's an amazon product.
1899,Prakash Walgude,2020-02-18,Fire TV Stick,True,5.0,Amazon Fire TV Stick,Amazon Fire TV Stick is excellent product
1900,divyansh bhandari,2020-02-18,Fire TV Stick,True,5.0,Very nice product by amazon,"Stream quality voice recognition
All is good"
1901,Amazon Customer,2020-02-18,Fire TV Stick,True,5.0,Best Device Ever,"This devise has been one of the best, with lovely content its a value for money."
1902,TinaMadon,2020-02-18,Fire TV Stick,False,2.0,Waste of money,Not worth coz most of applications hang or don't work and customer service people keep blaming applications and vice versa.better to go for smart tv than to get fire stick
1903,Sunny Saab,2020-02-18,Fire TV Stick,False,5.0,Good quality,Good quality
1904,Amazon Customer,2020-02-18,Fire TV Stick,True,5.0,None,Movies & Series
1905,Omkumar pillai,2020-02-18,Fire TV Stick,True,3.0,Very Good,voice recognition sucks !!! Alexa not worth the money!!!
1906,Dhruv Sedani,2020-02-18,Fire TV Stick,True,4.0,Makes your simple TV to Smart TV..,"If you have simple LCD/LED, don't buy smart TV because it makes your simple TV to Smart TV. Very good streaming quality. you can use it over mobile hotspot. I am unable to use it's volume function.. Go for it..."
1907,Nabamita Dey,2020-02-18,Fire TV Stick,True,5.0,Superb,Wonderful product; Superb streaming capabilities
1908,Shane,2020-02-18,Fire TV Stick,True,5.0,Works as advertised,"Works well, love that you can control the TV volume with the firestick remote.
The only bit i don't like is the small  8GB storage which is a pain for downloading various appps."
1909,Optimus,2020-02-18,Fire TV Stick,True,5.0,Excellent,It's the firestick what else do you want to read... Can't live without it once you have it😂 damn Amazon
1910,Ateeq syed,2020-02-18,Fire TV Stick,True,5.0,Hurry,Happiness
1911,Dhananjaya ashwathnarayan,2020-02-17,Fire TV Stick,True,5.0,Great,"It's a great product,worth every penny"
1912,Devanshu Srivastava,2020-02-17,Fire TV Stick,True,5.0,Wonderful Device to Turn Your Old TV into a Smart TV,"Superb purchase made during the Great Indian Festival Sale by Amazon. I feel so good that I made a right decision of buying this wonderful product by Amazon. It's a powerful device that converts a normal TV into a smart TV. It connects with my home Wifi seamlessly and the stream quality is really very good even on a slower network at times.
This Amazon Smart Fire TV Stick supports voice recognition and it can recognise my voice which is truly amazing.
It's build quality is very good and it just needs a power socket nearby and an HDMI port on the TV.
Alexa integration is the main feature of this product, which is why it's a must-buy for every smarthome.
It has definitely made my life easy. I can watch Prime Videos and other streaming services on my old TV now because this device jas converted it into a smart TV.
Alexa has a lot many supported apps and the number is increasing everyday. You get a lot of interesting apps to use with Alexa. This Amazon Fire TV Stick truly leverages the power of Amazon Alexa."
1913,Debasis,2020-02-17,Fire TV Stick,True,5.0,Okay,All channels available are paid
1914,dhamodharan,2020-02-17,Fire TV Stick,True,5.0,Super product,Love it
1915,Amazon Customer,2020-02-17,Fire TV Stick,False,2.0,Waste of money,Remote not working properly & bettery discharge only one week
1916,Gulshan Kumar,2020-02-17,Fire TV Stick,True,5.0,Alexa s/w is not much worki,Alexa not supported as much.
1917,Amazon Customer,2020-02-17,Fire TV Stick,True,1.0,Pathetic product,Stopped working in 3 months. No customer support
1918,Amit G.,2020-02-17,Fire TV Stick,True,4.0,Good product.,Good product. Had teething difficulties but they have been overcome.
1919,Nitin sharma,2020-02-17,Fire TV Stick,True,5.0,i like,i like
1920,Gurdeep Singh,2020-02-16,Fire TV Stick,True,3.0,Connectivity Issue with IPhone,Serious Connectivity issue with iPhone hotspot
1921,puneet kumar,2020-02-16,Fire TV Stick,True,3.0,Fire tv stick and remote both are not working,Fire TV stick and remote both are not working. please give me the solution.
1922,Alok kaushik,2020-02-16,Fire TV Stick,True,1.0,Amazon Fire stick not working,"My Amazon fire stick is not working from almost last 2-3 weeks, it reboots and after that screen got blank, restarted many time and many different days but problem persists, not able to use it further.
Could you please help me tho sprout this issue."
1923,Akashdeep,2020-02-16,Fire TV Stick,True,3.0,Remote not working,Firetv stick Remote is not working
1924,Diana,2020-02-16,Fire TV Stick,True,1.0,Faulty fire stick !,"I have a faulty fire stick which does not switch one most of the times, neither does Alexa work .Very disappointed !"
1925,AKSHAY,2020-02-16,Fire TV Stick,True,3.0,Better than others,Stream quality needs improvement along with voice recognition as it’s not the perfect search also voice recognition is not effective thus needs improvement
1926,Gevariya sanjaybhai,2020-02-16,Fire TV Stick,True,5.0,Good,Good
1927,PRASANTH,2020-02-16,Fire TV Stick,True,5.0,The product is very good,"The product is very good,thanks to amazon team for providing such good items"
1928,Dinesh,2020-02-16,Fire TV Stick,True,5.0,I am loving it,Best online streaming device
1929,Amazon Customer,2020-02-16,Fire TV Stick,True,1.0,Not working,"It’s not working, your customer cares is of no use. Either set it right or generate a refund plan.
I am tired to contact your help desk."
1930,R. Pradeep,2020-02-16,Fire TV Stick,True,1.0,Remote not working.. not on,"Due to some personal inconvenience I couldn't open the packet. Today I opened the pack and put batteries in the remote, but no response, no light.
What can I do?"
1931,Pralhad Joshi,2020-02-16,Fire TV Stick,True,1.0,It is not working,It is not working. How to get repaired or replacement
1932,Deep popat,2020-02-16,Fire TV Stick,True,1.0,Worst product plzzz don’t buy,Plzzzzz don’t buy it worst product all the streaming apps we have to purchase there is only amazon prime is available n also many movies are also not started worst experience
1933,Aman Deep,2020-02-15,Fire TV Stick,True,5.0,Superb quality and customer service,"I loved the Fire TV Stick experience. Superb quality and customer service received from Amazon.
Initially I purchased the product in October 2019 which worked awesome for 4 months, after that I had few issues like auto restart, freezing etc. I got quick response from customer support and they replace the fire stick within a couple of days. Thanks, keep it up the amazing service."
1934,Amazon Customer,2020-02-15,Fire TV Stick,True,2.0,Its faulty not working pl replace it,"The product received is faulty
Pl replace it"
1935,Pratik Desai,2020-02-15,Fire TV Stick,True,5.0,Very good,Good and like to watch
1936,ANURAG CHATURVEDI,2020-02-15,Fire TV Stick,True,4.0,Good,Very good
1937,suneil wadhwa,2020-02-15,Fire TV Stick,True,3.0,Battery consumption,"It consume lots of battery
Battery has to be changed in a week’s time"
1938,Shwetz,2020-02-15,Fire TV Stick,True,1.0,Good Product if it works!,"Just a word of caution when ordering this. Ensure that you check the product thoroughly before its exchange period expires. I had a great experience just after buying but unfortunately issues started after the exchange period lapsed. As if the product issues were not enough, I am now facing issues with customer support with multiple chasers, false expectations and no resolution."
1939,kendre dilip,2020-02-15,Fire TV Stick,True,5.0,It's Great,It's very nice device
1940,Radhacharan P.,2020-02-15,Fire TV Stick,True,1.0,Good movies not available to watch in India,Many movies are not available because of geography.ie in India. This should be specified before in BOLD .
1941,Sam,2020-02-15,Fire TV Stick,True,4.0,Happy  with purchase....,Quite useful product... thanks  to my son...
1942,Mahesh kasha,2020-02-15,Fire TV Stick,True,4.0,Connectivity issues,I have Sony tv with 50 mbps net speed I have connectivity issue please provide me any tips to clear connectivity issues
1943,himanshu,2020-02-15,Fire TV Stick,True,1.0,never buy it,i did replace the fire stick for 3rd time and it stop working . last time they took over month to replace and it broken again
1944,Asgar Nazijiya,2020-02-15,Fire TV Stick,True,5.0,Very nice,Good
1945,Amazon Customer,2020-02-14,Fire TV Stick,True,4.0,Nice,"Nice device, only if remote had a keypad."
1946,Amazon Customer,2020-02-14,Fire TV Stick,True,5.0,Very Good Product,"Product worked well, installation was well explained in a paper come along with product.  Other Apps downloaded -You Tube. Working well."
1947,AMANDEEP,2020-02-14,Fire TV Stick,True,5.0,Superb product,Really like it
1948,Orville Joseph,2020-02-14,Fire TV Stick,True,5.0,Good,"On/off (power button not useful) volume button in some apps it works but not all apps, voice recognition very good, and overall it's good, streaming good ,Alexa integration good"
1949,pravin p.,2020-02-14,Fire TV Stick,True,1.0,Not support my tv,Not support my tv
1950,Mihir Kumar,2020-02-14,Fire TV Stick,True,5.0,Amazon FireStick,Everything is very good
1951,Diwakar Adeeb,2020-02-14,Fire TV Stick,True,5.0,Lovely.,As per expectations.
1952,Xjan,2020-02-14,Fire TV Stick,True,5.0,Smart Device,Makes dumb TV smart
1953,sayali,2020-02-14,Fire TV Stick,True,5.0,Love it,Have been using it for over a year now. Absolutely love the product.
1954,narasimha rao mandadi,2020-02-14,Fire TV Stick,True,5.0,Like it......,"Better than chrome cast, but would appreciate if fire stick has direct casting"
1955,Gurjit singh,2020-02-14,Fire TV Stick,True,5.0,Issue with voice recognition,there is issue with voice recognition system. whenever i tried then it changes my tv input mode from HDMI 2 to HDMI 1 and it shows no signal. my TV brand in LG.
1956,MANISH DEVERSHETTY,2020-02-14,Fire TV Stick,True,5.0,Good product,Good product
1957,Ankur,2020-02-14,Fire TV Stick,True,5.0,Worthy product,"As online trend is changing , this stick provide many apps , can watch movie on prime or watch cricket on hot star many other apps also there with single click"
1958,Shariq,2020-02-13,Fire TV Stick,True,5.0,nice product,good
1959,aashiq,2020-02-13,Fire TV Stick,True,1.0,wifi stopped working within 15 days,"wifi stopped working within 15 days, amazon can't even give a proper date of when replacement will be provided saying they don't have stock as of now, applied for refund."
