,Name,Date,Configuration,Verified,Rating,Heading,Review
1658,Shridevi,2020-03-01,Fire TV Stick,True,5.0,Useful,Very useful
1659,Amazon Customer,2020-03-01,Fire TV Stick,True,3.0,Not bad,Average
1660,Amazon Customer,2020-03-01,Fire TV Stick,True,4.0,Good,nice product
1661,Kanna,2020-03-01,Fire TV Stick,True,5.0,Loved it!,Nice product from Amazon which upgrades your normal TV to be smart.
1662,Amazon Customer,2020-03-01,Fire TV Stick,True,5.0,Superb,Very nice product
1663,K.RAMU,2020-03-01,Fire TV Stick,True,5.0,Good,Good
1664,Devendra patidar,2020-03-01,Fire TV Stick,True,4.0,Remote is not working properly,Remote is not working properly
1665,Updesh Kumar Shaw,2020-03-01,Fire TV Stick,False,5.0,Awesome,Excluding jio tv app. Fire tv is awesome.
1666,ramprasath,2020-03-01,Fire TV Stick,True,5.0,Perfect device for smart,Voice recognition could be improved.
1667,DIVYESH DAVE,2020-03-01,Fire TV Stick,False,5.0,D,Good product
1668,Chirag Kishorbhai patel,2020-03-01,Fire TV Stick,False,5.0,Awsome,Very nice
1669,shailesh chaturvedi,2020-03-01,Fire TV Stick,True,4.0,Alexa,Like this product easy to install and smooth function
1670,Amazon Customer,2020-03-01,Fire TV Stick,True,3.0,Impressive,"Overall  a good device if on a budget,is slow to respond otherwise good overall on a budget"
1671,sandeepashok,2020-03-01,Fire TV Stick,True,5.0,Firestick🔥🔥,This is way better than Google Chromecast!! Had an awesome experience with it...👌👌👌
1672,Amazon Customer,2020-03-01,Fire TV Stick,True,5.0,Gr8,Gr8
1673,Shaikhkaif,2020-03-01,Fire TV Stick,True,5.0,Quality of the fire tv stick is awesome u can connect and stream,Superb product by Amazon india
1674,Anoop,2020-03-01,Fire TV Stick,True,5.0,Very good streaming quality,Streaming quality and Alexa enabled remote is very good. You have to reset the remote to avoid frequent battery drainage problem.
1675,Raju,2020-03-01,Fire TV Stick,True,5.0,Excellent product,"Excellent product, quality of the image and videos are marvelous"
1676,bhush,2020-03-01,Fire TV Stick,True,5.0,Good,Good
1677,Anupam Mishra,2020-03-01,Fire TV Stick,True,5.0,Best,Very good
1678,Rameshwar singh,2020-03-01,Fire TV Stick,True,5.0,good,Good
1679,vinay kumar,2020-03-01,Fire TV Stick,True,5.0,Overall good rating,Overall good rating
1680,Amazon Customer,2020-03-01,Fire TV Stick,True,5.0,AWSME,Awsme
1681,Jay veer singh,2020-03-01,Fire TV Stick,True,4.0,Good,Good
1682,Shivang,2020-03-01,Fire TV Stick,True,5.0,Value for money,Nice Product
1683,Subinoy Pal,2020-03-01,Fire TV Stick,False,5.0,Good,Good
1684,naveen,2020-03-01,Fire TV Stick,True,5.0,Best buy for someone who want to convert normal tv to smart tv.,"Best buy for someone who want to convert normal tv to smart tv.
Screen mirroring
YouTube
Prime
Zee
Hotstar
Whatnot
Full satisfaction regarding this product.
Just you need to have a better internet connection"
1685,Sanjay suwalka,2020-03-01,Fire TV Stick,True,5.0,Best,Helpful device
1686,Amazon Customer,2020-03-01,Fire TV Stick,True,5.0,Pwoli saadanam..😜,Superb device... Well built and user friendly..!!
1687,dhiman halder,2020-03-01,Fire TV Stick,True,4.0,Best streaming device,Connection problem. YouTube hang everytime
1688,Prabhat Sharma,2020-03-01,Fire TV Stick,True,5.0,Must have it for non smart tv,"Stream quality is good , Alexa respond very good it's a good device"
1689,SHIV MAURYA,2020-03-01,Fire TV Stick,True,5.0,Nice product..,Nice
1690,Mohamed Shafic,2020-03-01,Fire TV Stick,True,5.0,Good product,Worth the money
1691,Amit,2020-03-01,Fire TV Stick,True,5.0,Niece product,Very good
1692,ABHISHEK YADAV,2020-03-01,Fire TV Stick,True,5.0,8.9 product,Voice recognition is not so good
1693,Zoheb,2020-03-01,Fire TV Stick,True,4.0,Good product,Voice recognition is average and have connection issues
1694,Vijaykumar,2020-03-01,Fire TV Stick,True,4.0,Worth to buy,Requiredment fufilled.
1695,Nigam Kumar Tiwari,2020-03-01,Fire TV Stick,True,5.0,Amazing Features except Some Technical Glitch in Remote Control,"I have rated 5 out of 5 because of amazing features but here found Remote Power Button , Volume control and mute buttons are not working. I have tried so many times to sync my tv properly but unable to get luck."
1696,TEJ PRAKASH,2020-03-01,Fire TV Stick,False,3.0,Fire srick,Remote not working properly
1697,Md Ansar Ali,2020-03-01,Fire TV Stick,True,4.0,Satisfiable.,Stream quality is good enough. Little problem with the voice search otherwise good product .
1698,rajesh jangid,2020-03-01,Fire TV Stick,False,5.0,Superb quality,Good
1699,Kamran kasim,2020-03-01,Fire TV Stick,True,4.0,Ok,Ok
1700,Rohit Malhotra,2020-03-01,Fire TV Stick,True,5.0,Good Product,Best Product ever 😍👍
1701,Kenneth S.,2020-03-01,Fire TV Stick,True,5.0,Awesome,It's a wonderful package in totality.
1702,Amazon Customer,2020-03-01,Fire TV Stick,True,4.0,Nice gadget.,It makes your tv as smart tv.
1703,Vivek,2020-03-01,Fire TV Stick,True,5.0,Nice product,Product which can make your tv smart
1704,MANISH sharma,2020-03-01,Fire TV Stick,True,1.0,Its remot is not working Its volune keys and mute button not working,"Its remot is not working
Its volune keys and mute button not working"
1705,Prasana,2020-02-29,Fire TV Stick,True,5.0,VFM,VFM
1706,Mukesh kumar,2020-02-29,Fire TV Stick,True,5.0,Amehing,Picture quality good easy to operate
1707,Anil,2020-02-29,Fire TV Stick,True,4.0,Happy,Very good
1708,Debraj Bhadra,2020-02-29,Fire TV Stick,True,4.0,I loved it,It's good ...but some channels are not smooth...
1709,K. Zala,2020-02-29,Fire TV Stick,True,5.0,Excellent product,Excellent product. You will enjoy amazon prime subscription on tv.
1710,Sainath,2020-02-29,Fire TV Stick,True,5.0,Voice,Video
1711,Ishrat Jahan,2020-02-29,Fire TV Stick,True,5.0,It does everything what costly  smart tv does at affordable price,If you have best wifi you will absolutely love
1712,ABHISHEK Gupta,2020-02-29,Fire TV Stick,True,2.0,Good product but typing text is a lot of hassles,"The only problem is typing issue which we face while searching, it takes lot of efforts to sea ch contents"
1713,Mvd,2020-02-29,Fire TV Stick,True,1.0,Not Durable.,Alexa Remote controller device gone bad after six months.
1714,Probal Thakurta,2020-02-29,Fire TV Stick,True,5.0,Good,Good stuff
1715,Adarsh Kumar,2020-02-29,Fire TV Stick,True,4.0,Good,"Good, but hangs sometimes"
1716,Trivedi Rahul27,2020-02-29,Fire TV Stick,False,4.0,Nice,Good product
1717,Abdul Majeed,2020-02-29,Fire TV Stick,True,5.0,Worth Buy...,I would suggest this over Chromecast...
1718,Pushpa,2020-02-29,Fire TV Stick,False,5.0,Product is nice,Product is good
1719,Dr Avadhoot Agashe,2020-02-29,Fire TV Stick,True,5.0,"Buy, if you wish",Excellent product
1720,Karthik,2020-02-29,Fire TV Stick,True,5.0,Good product,Very good product
1721,Kapil sabharwal,2020-02-29,Fire TV Stick,True,5.0,Nice product from Amazon,An awesome and very useful product that makes your TV smart
1722,Rashmi Yadav,2020-02-29,Fire TV Stick,True,5.0,Good,Great. But it didn’t work on my non smart tv somehow
1723,AnnA,2020-02-29,Fire TV Stick,True,5.0,Best streaming device in budget,Improvements on user interface is needed
1724,BITTU PAL,2020-02-29,Fire TV Stick,True,5.0,Voice recognition,Amazon company have to develop voice recognition feature.
1725,Madan,2020-02-29,Fire TV Stick,True,5.0,Fire TV Stick,"I waited for an answer to my doubts about this item but could not get a helpful answer for nearly 3 months. However, despite the misgivings, I ordered the product, and Thank God, I did not have to regret for my action. The product was excellent and works as explained by Amazon. The picture quality and the sound is excellent and Alexa does her job very well. No complaints. The item is worth the price I paid for."
1726,Nilesh kumar,2020-02-29,Fire TV Stick,True,5.0,Funtastic,Funtastic
1727,SUNIL,2020-02-29,Fire TV Stick,True,5.0,Go for it,"Everything is perfect, nice experience"
1728,nitesh dave,2020-02-28,Fire TV Stick,False,5.0,Beat products,Good
1729,Chetan Chavhan,2020-02-28,Fire TV Stick,True,5.0,Good,So far so good
1730,Gajender Kumar Rai,2020-02-28,Fire TV Stick,True,5.0,nice,good quality picture and sound
1731,Narean Naidu,2020-02-28,Fire TV Stick,True,3.0,Below Average,It's better choosing Airtel xstream stick in it we have advance features than fire tv stick
1732,Sunil Nathani,2020-02-28,Fire TV Stick,True,5.0,Alexa control needs to be better,Overall great
1733,srinivasa Rao,2020-02-28,Fire TV Stick,True,4.0,Good,Very good
1734,Shayon,2020-02-28,Fire TV Stick,True,5.0,Great Device,Streaming quality and amount of content is awesome
1735,ABC,2020-02-28,Fire TV Stick,True,5.0,Worth it !,"Must buy and value for money, easy to set up and Alexa voice command feature is really cool."
1736,Awadhesh Prasad Yadav,2020-02-28,Fire TV Stick,True,5.0,Working very good.,Super
1737,jay,2020-02-28,Fire TV Stick,True,3.0,Review by Jay,Good product but there are some issue in display late working
1738,deepak,2020-02-28,Fire TV Stick,True,5.0,Very Good,Nice & useful.
1739,shan,2020-02-28,Fire TV Stick,False,4.0,Ok,Amazing good product
1740,RAMESH,2020-02-28,Fire TV Stick,True,5.0,Nice,Ok
1741,Dipen DhanjiBhai Toraniya,2020-02-28,Fire TV Stick,True,5.0,very happy,The remote frequency is very good. very good product in budget price
1742,mit shah,2020-02-28,Fire TV Stick,True,5.0,Amazing!!!!!,Nice product
1743,Amazon Customer,2020-02-28,Fire TV Stick,True,1.0,not working properly,product is not working up to the mark . I told to replace it but no response from your end
1744,Amazon Customer,2020-02-28,Fire TV Stick,True,2.0,AMAZON STICK NOT WORKING,"My Amazon stick not working. Only showing ""Amazon logo"" on screen"
1745,Chandra Sekhar,2020-02-28,Fire TV Stick,True,5.0,excelllent product,excelllent product
1746,Sachin,2020-02-28,Fire TV Stick,True,4.0,Fire stick review,Alexa integration
1747,Piyush,2020-02-28,Fire TV Stick,True,5.0,Very easy to use,Super quality
1748,Siddhesh More,2020-02-28,Fire TV Stick,True,4.0,Great product but here are some suggestions,"PROS:
1. I love the FireTV interface.
2. Streaming quality and the Dolby sound really brings out the best from your TV.
3. There are a ton of apps and features, so you're never out of content.
4. Alexa sometimes
5. Value for money
CONS:
1. Alexa: yeah, voice recognition is very ordinary and there are a lot of misunderstandings. For example, If I want to watch ""Lore on Amazon video"". Even after saying the above words, Alexa just mishears the word lore as lower, ignores everything else I said and lowers the volume.
2. Alexa shows results only from Amazon services, Netflix and Hotstar. I wish Alexa could search into other apps too like JioCinema and return those results. So at the end of the day, you still have to open every other app and search what you want.
3. Alexa should really support a command like ""type"". I should be able to tell Alexa what to type in a text box instead of struggling with an on-screen keyboard.
Now you must be wondering, why 4 stars ? Because there is no better competitor to this product anyway. Mi TV box is expensive and I've heard a lot many complains about its laggy nature and the lack of prime content support."
1749,lal,2020-02-27,Fire TV Stick,True,5.0,Sirra,Good
1750,Vijay kumar,2020-02-27,Fire TV Stick,True,4.0,YouTube error,Streaming of YouTube have problem there was error
1751,Amazon Customer,2020-02-27,Fire TV Stick,True,5.0,Superb,Good
1752,JYOTI SINGH,2020-02-27,Fire TV Stick,True,5.0,Nice Product,Good product for turning your tv to smart tv.
1753,Amazon Customer,2020-02-27,Fire TV Stick,True,4.0,Great Experience,Amazed! It was a Great experience using the Firestick for the first time. Very good build up quality. Connectivity is superfast. Overall satisfied by the product purchase. Expecting an update for jiotv in it..
1754,SHILPA,2020-02-27,Fire TV Stick,True,5.0,Need help with alexa remote volume control,Volume not working with alexa remote
1755,Amazon Customer,2020-02-27,Fire TV Stick,True,5.0,Nice,Nice
1756,pradeep,2020-02-27,Fire TV Stick,True,1.0,Damaged product,It’s been just two days since I’ve ordered the fire stick. And there is already an Technical issue with the fire stick. Really bad service. Never expected this from amazon
1757,AT,2020-02-27,Fire TV Stick,True,4.0,Awesome,Really this make my tv awesome
1758,Ajay,2020-02-27,Fire TV Stick,True,5.0,Good product,Good product
1759,Talib Ansari,2020-02-27,Fire TV Stick,True,5.0,Awesome,Awesome
1760,pardeep,2020-02-27,Fire TV Stick,True,5.0,Good,Good
1761,Naveen malethiya,2020-02-27,Fire TV Stick,True,5.0,Very nice,Nice
1762,ajinkya,2020-02-27,Fire TV Stick,True,1.0,"Volume, power and mute button button not working","Volume, power and mute button button not working for my mitashi TV. I have replaced remote but still same problem."
1763,Ramamurthy,2020-02-27,Fire TV Stick,True,5.0,Very Good,Every thing is superb.
1764,Deepak,2020-02-27,Fire TV Stick,True,3.0,It’s an average experience,"Not so happy with the product, since I expected it to be more qualitative and compatible"
1765,jatinjani,2020-02-26,Fire TV Stick,True,5.0,Nice product...,Nice product....meet your expectations...
1766,ramesh p,2020-02-26,Fire TV Stick,True,5.0,Easy to use,Good
1767,minnie,2020-02-26,Fire TV Stick,True,5.0,Interesting TV watching,Tv watching has become very interesting though the fire stick Alexa does not respond to my voice very well... also can we get the firestick repaired in future if ever a problem arises
1768,vignesh,2020-02-26,Fire TV Stick,True,3.0,Stream quality not upto mark,Not getting good quality stream on the device.
1769,Umesh Ghai,2020-02-26,Fire TV Stick,True,1.0,Stopped  Working Yestarday - Help,Please help me it’s stopped working yesterday. Please guide on it
1770,Amazon Customer,2020-02-26,Fire TV Stick,True,5.0,Good,I got good in sale
1771,Soni,2020-02-26,Fire TV Stick,True,5.0,Great product,Alexa integration
1772,Amazon Customer,2020-02-26,Fire TV Stick,True,3.0,Not satisfied with Alexa and Streaming Quality,ALEXA and Streaming quality has gone bad after 30 days of purchase. Most of the times Alexa is not working at all.
1773,mahesh,2020-02-26,Fire TV Stick,True,5.0,Nice,Nice it's very useful for old led TVs
1774,ravikumar,2020-02-26,Fire TV Stick,True,5.0,Good,Good prouduct
1775,ajit T.,2020-02-26,Fire TV Stick,True,5.0,Need more control from Alexa echo,Need more control from Alexa echo. Advanced commands from echo to firetv would take this experience to next level.
1776,K Narayana bhat,2020-02-26,Fire TV Stick,True,5.0,An Amazing product by Amazon,"An Amazing product. Last time I got this with Bpl Tv as an offer. Recently I purchased one more new stick for my bedroom Tv. Fantastic product. Very clear vidio and sound. Some other featurs like volume control, mute ect. In Lightening deal i got this. I love this. Thanks Cloudtail India and Amazon."
1777,Rohit Chaturvedi,2020-02-26,Fire TV Stick,True,4.0,Good product but don't compare with cable TV,Good but still need updations are some few flaws which I don't like
1778,soundar raj,2020-02-26,Fire TV Stick,True,5.0,The best streaming device,u cant get anything better than this...
1779,BIRENDER KUMAR,2020-02-26,Fire TV Stick,True,1.0,"NOT GOOD, WITHIN ONE MONTH IT REQUIRED FORMAT CAUSE MANY ISSUE. NOT RECOMMENDED.","MIRROR SCREEN FROM PHONE NOT WORKING PROPERLY. JUST ONE TIME IT WAS WORKED. AFTER FACTORY RESET IT TAKE LOT OF TIME TO SET SUCH AS WIFI, APP LOGIN, SOFTWARE UPDATE. SONY APP SUBSCRIPTION SWITCH OUT FROM RUNNING LIVE CHANNEL AUTOMATICALLY. WIFI CONNECTIVITY IS ALSO POOR. ERROR SHOWING THAT NO INTERNET CONNECTION, BUT OTHER DEVICES ARE RUNNING SUCCESSFULLY FROM SAME WIFI.
IN SHORT, NOT USEFUL DEVICE.
AS PER PERFORMANCE DEVICE PRICE SHOULD BE NOT MORE THEN 500 INR ONLY.
CUSTOMER CARE EXECUTIVE SAYS CHANGE YOUR MOBILE IF NOT IT IS NOT SUPPORTED TO YOUR DEVICE.
HOW I CAN CHANGE MY MOBILE FOR A LITTLE STREAMING DEVICE. THEY SHOULD PROVIDE SOLUTION."
1780,Anuj A.,2020-02-26,Fire TV Stick,True,5.0,Good Product,It turned my Normal Tv to a Smart one 👌
1781,Ezekiel Chyne,2020-02-26,Fire TV Stick,True,4.0,Fire stick,Good
1782,Amazon Customer,2020-02-26,Fire TV Stick,True,5.0,Very good,Very good
1783,Charchit Gupta,2020-02-26,Fire TV Stick,True,3.0,Needs improvement,There is a lot of lag.. and Alexa integration is not very intuitive either.
1784,PK,2020-02-25,Fire TV Stick,True,1.0,Worst remote quality,Dont purchase it in every six months remote wil not work & they will tell replace it with only rs. 1999 only because existing remote has been damaged everytime they are having only one solution replace it worst worst worst 😠😠😠😠
1785,prasad,2020-02-25,Fire TV Stick,True,4.0,Delivery is awesome.,So far good for a week.but delivery is super fast.only overnight.hope i have not received returned or defective item.
1786,rahish vora,2020-02-25,Fire TV Stick,True,4.0,streem speed,little bil costly if your rate is low sale more
1787,Sandeep Singh,2020-02-25,Fire TV Stick,True,5.0,Nothing works like this,"Tried some android boxes but nothing can compete with fire stick both in price, streaming quality and apps available on this stick
Would recommend to everyone who is looking to make their tv smart or stream through internet"
1788,divya,2020-02-25,Fire TV Stick,True,5.0,Good product,Nice
1789,Thyagarajan,2020-02-25,Fire TV Stick,True,5.0,Rajans,Superb product. Need a bit more of internal space
1790,Alex,2020-02-25,Fire TV Stick,True,5.0,Good,Good
1791,Amazon Customer,2020-02-25,Fire TV Stick,True,5.0,Good,Good
1792,r s agrawal,2020-02-25,Fire TV Stick,True,1.0,Waste of Money,This item works only 10 days after that it is not working I contacted once to service center but problem not  solved
1793,Amazon Customer,2020-02-25,Fire TV Stick,True,4.0,my Fire Stick remote volume key and mute key not working in day one.,i am call to amazon customer care but till now not any response from amazon side. and amazon customer service is not a good service
1794,Amazon Customer,2020-02-25,Fire TV Stick,True,5.0,Full entertainment,Lovely product watch movies with your convince  without any ads
1795,Clifford,2020-02-25,Fire TV Stick,True,5.0,nan,nan
1796,ANIL G.,2020-02-25,Fire TV Stick,True,3.0,Remote with Alexa voice command not working,"I have received  Amazon fire stick with voice recognition,  after setting as per the instructions fire stick started working unfortunately  remote  is not workings with  Alexa voice command,  now how to get it  replace / repaired ,  how  fast that can be done?"
1797,Shuvranshu,2020-02-25,Fire TV Stick,True,5.0,Superb.,Very nice product.
1798,Vikash choudhary,2020-02-25,Fire TV Stick,True,5.0,This is your smart tv,Value for mony
1799,Axtell Webs Solutions Chennai,2020-02-25,Fire TV Stick,False,5.0,Good Product,Very Good
1800,Prashant Trikolwar,2020-02-25,Fire TV Stick,True,4.0,Fire TV Stick streaming media player with Alexa built in,"Connectivity is not that fast, video buffering some times and massage shows, internet not connected. Google play store is not available, which is really required."
1801,Mayur Upasani,2020-02-25,Fire TV Stick,True,5.0,Ghgf,Great experience
1802,Aman Gupta,2020-02-25,Fire TV Stick,True,1.0,Product stopped working in few months,Was working fine in starting but now has stoped working for no reason..
1803,Amazon Customer,2020-02-24,Fire TV Stick,True,5.0,It's a really good product! Turns your TV into a smart one,The variety that it offers in such a reasonable price makes it value for money.
1804,Vanitha P,2020-02-24,Fire TV Stick,True,4.0,Better option,Good
1805,Prashant Lal,2020-02-24,Fire TV Stick,True,3.0,more enhancement is needed,"there is lot of room for improvement.
not able to experience seamless operation"
1806,Maanjitender Sethi,2020-02-24,Fire TV Stick,True,5.0,Better everytime,Volume control on the remote is a welcome addition
1807,Kalash kotian,2020-02-24,Fire TV Stick,True,5.0,Awesome,Great
1808,Bhaumik,2020-02-24,Fire TV Stick,True,4.0,Purchase if your tv doesnt have wifi,"Nice. You can purchase if you have 4g internet connection with more data. I use jio card, it plays all movies and series uninterruptedly. Purchase only if you have free access to netflix, zee 5, hotstar, prime videos subscription. It can play youtube videos, amazon music and all such apps. For me its usefull."
1809,Girish,2020-02-24,Fire TV Stick,True,5.0,Good,Good
1810,bharathi,2020-02-24,Fire TV Stick,False,5.0,Good,"Gud product....must try, I'm loving it"
1811,Yamavarapu Akash,2020-02-24,Fire TV Stick,True,4.0,Awesome...,Awesome... Took my TV to the next level...
1812,Trilochan Mahato,2020-02-24,Fire TV Stick,True,5.0,Value for money,Good product. Superb picture and sound quality.
1813,parminder,2020-02-24,Fire TV Stick,False,5.0,Best...go for it...,"Best in the business....Netflix is smoothest I have ever experienced among hotstar ,jio cinema and Netflix..."
1814,The Marine,2020-02-24,Fire TV Stick,True,5.0,Review for fire stick,"Fire stick performing good , but voice recognition little slow"
1815,sanket shah,2020-02-24,Fire TV Stick,True,4.0,Super Purchase,"Great value for money product, changed my Dabba LED to smart TV with nominal price..."
1816,Chinmay,2020-02-24,Fire TV Stick,True,2.0,Voice control not working,Voice control not working on the remote
1817,Amazon Customer,2020-02-24,Fire TV Stick,True,5.0,good,good
1818,Abhilash Kalra,2020-02-24,Fire TV Stick,True,5.0,Bestest product,Amazon is very smart in this world and they have created product which has outbreak'ed every other content based devise in the world
1819,NILESH CHANDALIA,2020-02-24,Fire TV Stick,True,5.0,Great device by amazon,Really great device i like it and recommend other also to buy this product. Better to buy with amazon prime subscription to enjoy music and video.
1820,Harisankar puri,2020-02-24,Fire TV Stick,True,1.0,Dont buy,Bad product waste and f money
1821,Govind S.,2020-02-23,Fire TV Stick,True,5.0,Best in class,Amazing product
1822,Sanuj Thakur,2020-02-23,Fire TV Stick,False,5.0,Sanuj,Sanuj
1823,Deepesh Mathur,2020-02-23,Fire TV Stick,True,1.0,Only cover received not order.,"Today I received my order, I.e. fire TV stick remote, but remote was not there. And now I have to wait for another 3 -4 working days for refund..."
1824,MANOJ K.,2020-02-23,Fire TV Stick,True,5.0,Alexa,Sometime Alexa does not recognize
1825,Manu Sahai,2020-02-23,Fire TV Stick,True,4.0,Awesome product just some issue with wifi connectivity,"Its an awesome product and you can enjoy unlimited TV programs, only thing I found is it doens't very well support AES encryption allgorithm for wireless router signals."
1826,Milind,2020-02-23,Fire TV Stick,True,3.0,Fire stick remote not working,The remote stopped working.
1827,Parimal g joshi,2020-02-23,Fire TV Stick,True,5.0,Chhota packet bada dhamaka,No need to buy a smart tv. Just buy FireTV stick and you are all set.
1828,Prasant,2020-02-23,Fire TV Stick,True,4.0,Paid App,"Nothing is free , all are paid APP  after paying 4000"
1829,Abhishek Chakor,2020-02-23,Fire TV Stick,True,5.0,Quality product,You get all apps in one go and stream quality is exceptional and importantly you can watch it according to your time
1830,Amazon Customer,2020-02-23,Fire TV Stick,True,5.0,Great product,I like the performance
1831,Raghav Santhanam,2020-02-23,Fire TV Stick,True,5.0,Awesome overall!,"Stream quality is great, plays videos without breaks given a good net connection. It's very slow on start thay is the only issue i see, else a very good product overall..."
1832,Amazon Customer,2020-02-23,Fire TV Stick,True,4.0,Review of Fire TV.,Fire TV stick is as expected intermes of vedeio quality and application. Alexa needs further improvement. It's not recognising from all applications.
1833,Ankit,2020-02-23,Fire TV Stick,True,4.0,1 month after use,Screen cast is blurry.......stream quality is fine ......alexa doesn't really do anything
1834,Aaradhiya kumari,2020-02-23,Fire TV Stick,True,5.0,Good quality,Good quality
1835,Nabeela Ahmad,2020-02-22,Fire TV Stick,False,5.0,Excellent,Excellent product
1836,Preet S.,2020-02-22,Fire TV Stick,True,4.0,Volume Bluetooth always full,"Bluetooth volume always full unable to low?
Require solve this through otg update but when no idea but can't use Bluetooth"
1837,Srikanth Reddy,2020-02-22,Fire TV Stick,True,2.0,its is awesome but it will be damaged with in 4 months,"its is some thing which will perform very well but after using it for 4 months it will not be connected when u remove once or twice, be sure not to remove the device often because the pins inside will get damaged.Its not the product like ware and tear.but the performance of the device is awesome,it supports prime videos,Netflix,Jiocinemas, Hotstar,Youtube and many more.which is simply not durable but gives high performance"
1838,Lalit,2020-02-22,Fire TV Stick,True,5.0,Nice product,Superb device
1839,aruna sundaram,2020-02-22,Fire TV Stick,True,5.0,Excellent,Good
1840,Keshu Rao,2020-02-22,Fire TV Stick,True,5.0,Must have for Non-smart TVs,"Turns your normal TV in smart tv, plus the Alexa voice control is sweet."
1841,Frankie,2020-02-22,Fire TV Stick,True,5.0,"New Generation, superb quality, Hi-Tech and very satisfying.",Nothing to dislike.
1842,Amazon Customer,2020-02-22,Fire TV Stick,True,1.0,Not upto mark,"Airtel xtream app not available. Even if it is downloaded by other means, it is not working."
1843,Amazon Customer,2020-02-22,Fire TV Stick,True,4.0,"Nice product, but alexa is dumb","Very good product. But use it by remote only, alexa will not help you more."
1844,Vicky,2020-02-22,Fire TV Stick,True,5.0,Voice recognition needs improvement,Need improvement on the Alexa voice recognition; perhaps more tuned in to local linguistic tone recognition
1845,Sushant,2020-02-22,Fire TV Stick,True,1.0,Amazon Fire Stick,"Hi team, my remote is not working. I tried calling your customer care no but it seems to be not working."
1846,anand ravindran,2020-02-22,Fire TV Stick,True,5.0,Fire stick boom like a fire,Excellent quality ... Awesome experience with fire stick extraordinary video streaming and voice recognition tooo...
1847,Jptr,2020-02-22,Fire TV Stick,True,5.0,Amazingly great and easy to set up,"Amazon product. Hence, doesn't need a review. It is excellent and as expected. Was surprised how easy it is to set up the first time."
1848,Suraj lites,2020-02-22,Fire TV Stick,True,4.0,Excellent,Good
1849,KALIDINDI VENKATA BAPIRAJU VARMA,2020-02-22,Fire TV Stick,True,4.0,Nice,Good
1850,Shawn,2020-02-22,Fire TV Stick,True,4.0,Remote issue,The fire stick was working absolutely fine but after one week I am facing issue with my remote sometimes volume buttons doesn't work sometimes power on off doesn't work
1851,Mohammed Ahsan Sharief,2020-02-22,Fire TV Stick,True,1.0,Defective product,Had to return the product after 5 days as it stopped working n customer support had no idea why it's not turning on.. got defective product.
1852,Melwin,2020-02-22,Fire TV Stick,True,4.0,Great,It's great for direct streaming
1853,Aashish,2020-02-22,Fire TV Stick,True,5.0,AMazing experience having this device,A fast wifi connection is must. with this device you can watch live tv with help of airtel extreme. and many more other contnet which u like to watch.
1854,Rmi,2020-02-22,Fire TV Stick,True,2.0,great until it stopped working after 6 months,"after 6 month of good usage, I am now stuck at ""unable to update your fire TV stick""...no real help from Amazon...what do I do now ? ditch it?"
1855,K.Sundararajan,2020-02-22,Fire TV Stick,True,5.0,Awesome product,Good and satisfied.
1856,HS,2020-02-22,Fire TV Stick,True,5.0,Superb,Great video streaming quality...
1857,Himanshu Verma,2020-02-21,Fire TV Stick,True,4.0,Improve speed and provide software updates,Provide new software update and screen mirroring are not working well during the mirroring broken screen
1858,Amazon Customer,2020-02-21,Fire TV Stick,True,5.0,Excellent product,Excellent product
1859,Souvik Mondal,2020-02-21,Fire TV Stick,False,2.0,Return Policy,Can I return this product if my TV (Sony Bravia) does not support the device ?
1860,Paras suri,2020-02-21,Fire TV Stick,True,4.0,Firestick not working,"My Firestick Worked for just one month , and now it's been stopped from last Month
Kindly Suggest what to do"
1861,Kishor,2020-02-21,Fire TV Stick,True,1.0,Fire TV remote,Fire TV remote is not in working condition.
1862,Zoeb Zariwala,2020-02-21,Fire TV Stick,True,5.0,Amazon Fire Stick,I would like to say that the Fire Stick should be preloaded with anti virus apps
1863,sheela oza,2020-02-21,Fire TV Stick,True,2.0,No proper sound for any items that I watch like movies and vidios,"Fire stick movies don't hv proper sound volum.
Volum is very very low and becomes very loud when song or music or background music is there.
So I want u to replace the fire stick and do the needful.
Pls help me for this problem  so that I can enjoy the  preoram properly."
1864,Adharsh. Ms,2020-02-21,Fire TV Stick,True,5.0,GO FOR IT,Good product as per my use
1865,Vishal,2020-02-21,Fire TV Stick,True,5.0,Price worth,Price worth
1866,Pratik,2020-02-21,Fire TV Stick,True,4.0,Good,Overall good
1867,Fahad Abbasi,2020-02-21,Fire TV Stick,True,5.0,Good 👍👍👍👍,Very nice product
1868,Saisharan,2020-02-21,Fire TV Stick,True,2.0,Sreen mirroring not working,Screen cast or mirroring not working
1869,Shoeb Rupani,2020-02-21,Fire TV Stick,True,5.0,Amazing Device,Has a wide range of pre installed streaming apps.... But a few of them are not available in India. Alexa works fine
1870,k.murali mohan,2020-02-21,Fire TV Stick,False,5.0,Very good,Very nice
1871,Priyanka,2020-02-21,Fire TV Stick,True,5.0,Firestick,Great device. Extremely useful
1872,jellysmad,2020-02-20,Fire TV Stick,False,3.0,Can i use this stick for my sony?,"Im using  klv 43w772e sony model, amazon prime is not working, by using fire stick can i able to access the default pre installed amazon prime app to enjoy movie?"
1873,Rati Singh,2020-02-20,Fire TV Stick,True,1.0,Worst,Remote stopped working. No sound.
